name,num,is,x,y
,,,,
Total_mask,4,,,
coord_connected,,true,0,0
coord_connected,,true,850,0
coord_connected,,true,850,550
coord_connected,,true,0,550
coord_connected,,true,40,40
coord_connected,,true,810,40
coord_connected,,true,810,510
coord_connected,,true,40,510
coord_block_1,,true,567,40
coord_block_1,,true,283,40
coord_block_3,,true,283,510
coord_block_3,,true,567,510
