name,is,x,y
coord_connected,true,0,0
coord_connected,true,0,0
coord_connected,true,0,0
coord_connected,true,0,0

coord_connected,true,0,0
coord_connected,true,0,0
coord_connected,true,0,0
coord_connected,true,0,0

coord_block_1,true,0,0
coord_block_1,true,0,0
coord_block_2,false,0,0
coord_block_3,true,0,0
coord_block_3,true,0,0
coord_block_4,false,0,0

